科目代碼,會計科目,日期,傳票號碼,種類,摘要,本幣借方金額,本幣貸方金額,借貸,餘額,幣別,匯率,原幣借方金額,原幣貸方金額
5502,製-間接人工 ,2024/08/05,11208050006,3,北海人力-臨時工資 ,34490000.0,0,借,1207300.0,CNY,4.597,64317.87,0.0
5502,製-間接人工 ,2024/09/05,11209050011,3,北海人力-臨時工資 ,32270000.0,0,借,1530000.0,CNY,4.54,525281.4,0.0
5502,製-間接人工 ,2024/09/05,11209050012,3,大億人力-臨時工資 ,1500000.0,0,借,1545000.0,CNY,4.54,418280.05,0.0
5502,製-間接人工 ,2024/10/07,11210050007,3,北海人力-臨時工資 ,51050000.0,0,借,2055500.0,JPY,0.2188,7294.01,0.0
5502,製-間接人工 ,2024/11/04,11211040005,3,臨工工資 ,44960000.0,0,借,2505100.0,CNY,4.528,28230.53,0.0
6010,薪資支出 ,2024/04/03,11204030003,3,3月份薪資 ,44500000.0,0,借,2009000.0,JPY,0.2134,208528584.82,0.0
6010,薪資支出 ,2024/04/03,11204030003,3,3月份部分工資 ,18000000.0,0,借,2189000.0,JPY,0.2134,84348641.05,0.0
6010,薪資支出 ,2024/04/03,11204030006,3,補貼林紋乾油資等津貼 ,1000000.0,0,借,2199000.0,CNY,4.442,225123.82,0.0
6040,旅費 ,2024/04/03,11204030004,3,2-3月油資補貼 ,245100.0,0,借,50371.0,CNY,4.442,55177.85,0.0
6060,郵電費 ,2024/04/03,11204030001,3,中和辦公室電話 ,26700.0,0,借,801.0,USD,32.11,831.52,0.0
6230,其他費用 ,2024/04/03,11204030002,3,中興保全服務費108/2/1- 108 /7/31 ,3000000.0,0,借,158209.0,JPY,0.2134,14058106.84,0.0
6230,其他費用 ,2024/04/03,11204030003,3,匯費 ,24000.0,0,借,158449.0,JPY,0.2134,112464.85,0.0
6230,其他費用 ,2024/04/03,11204030005,3,餐費.拜拜用品等 ,2145100.0,0,借,179900.0,CNY,4.442,482913.1,0.0
6230,其他費用 ,2024/04/03,11204030005,3,中興保全傳訊費 ,60000.0,0,借,180500.0,CNY,4.442,13507.43,0.0
6230,其他費用 ,2024/04/03,11204030006,3,匯費 ,3000.0,0,借,180530.0,CNY,4.442,675.37,0.0
1110,銀行存款 ,2024/04/08,11204080001,3,合庫-雙和(乙存) ,0.0,"53,574,000",借,3620359.0,JPY,0.2134,0.0,251049671.98
2115,銀行借款 ,2024/04/08,11204080001,3,信保還款 ,37617500.0,0,貸,140495430.0,JPY,0.2134,176276944.7,0.0
2115,銀行借款 ,2024/04/08,11204080001,3,信保還款 ,9404600.0,0,貸,140401384.0,JPY,0.2134,44070290.53,0.0
8010,利息支出 ,2024/04/08,11204080001,3,信保基金 ,5241500.0,0,借,931937.0,JPY,0.2134,24561855.67,0.0
8010,利息支出 ,2024/04/08,11204080001,3,信保基金 ,1310400.0,0,借,945041.0,JPY,0.2134,6140581.07,0.0
1110,銀行存款 ,2024/04/09,11204090001,3,合庫-雙和(乙存) ,0.0,"8,680,100",借,3533558.0,JPY,0.2134,0.0,40675257.73
8010,利息支出 ,2024/04/09,11204090001,3,廠融貸款 ,8680100.0,0,借,1031842.0,JPY,0.2134,40675257.73,0.0
1290,進項稅額 ,2024/04/10,11204100001,3,,13000.0,0,借,266297.0,JPY,0.2129,61061.53,0.0
2120,應付票據 ,2024/04/10,11204100001,3,5/31FA6528688(正辛) ,0.0,"273,000",借,1237943.0,JPY,0.2129,0.0,1282292.16
6030,文具用品 ,2024/04/10,11204100001,3,4月份影印租賃費 ,260000.0,0,借,10400.0,JPY,0.2129,1221230.62,0.0
1110,銀行存款 ,2024/04/12,11204120001,3,合庫-雙和 ,420000.0,0,借,3537758.0,USD,32.345,12985.01,0.0
7160,退稅收入 ,2024/04/12,11204120001,3,106年退稅款 ,0.0,"420,000",貸,4200.0,USD,32.345,0.0,12985.01
1110,銀行存款 ,2024/04/15,11204150001,3,合庫-雙和(乙存) ,0.0,"14,062,500",借,3397133.0,CNY,4.485,0.0,3135451.51
1110,銀行存款 ,2024/04/15,11204150002,3,合庫-雙和 ,0.0,"9,550,500",借,3301628.0,USD,32.43,0.0,294495.84
1110,銀行存款 ,2024/04/15,11204150003,3,合庫-雙和 ,0.0,"1,513,200",借,3286496.0,CNY,4.485,0.0,337391.3
1110,銀行存款 ,2024/04/15,11204150004,3,合庫-雙和 ,0.0,"10,514,700",借,3181349.0,USD,32.43,0.0,324227.57
1110,銀行存款 ,2024/04/15,11204150005,3,合庫-雙和 ,0.0,"4,240,000",借,3138949.0,CNY,4.485,0.0,945373.47
1290,進項稅額 ,2024/04/15,11204150006,3,,22500.0,0,借,266522.0,USD,32.43,693.8,0.0
1290,進項稅額 ,2024/04/15,11204150007,3,,40000.0,0,借,266922.0,JPY,0.2124,188323.92,0.0
2120,應付票據 ,2024/04/15,11204150006,3,6/30FA6528693(先鋒戰隊環境 ) ,0.0,"472,500",借,1233218.0,USD,32.43,0.0,14569.84
2120,應付票據 ,2024/04/15,11204150007,3,5/31FA6528691(觀世音起重 ) ,0.0,"840,000",借,1224818.0,JPY,0.2124,0.0,3954802.26
2990,代收款項 ,2024/04/15,11204150002,3,勞.健保自付款 ,1000200.0,0,貸,30648.0,USD,32.43,30841.81,0.0
5502,製-間接人工 ,2024/12/05,11212050004,3,臨工工資 ,53970000.0,0,借,3044800.0,USD,32.49,3766478.34,0.0
6040,旅費 ,2024/04/15,11204150005,3,2.3月員工油.車資補貼 ,4240000.0,0,借,92771.0,CNY,4.485,945373.47,0.0
6100,保險費 ,2024/04/15,11204150002,3,勞退金(2月份) ,2931000.0,0,借,196119.0,USD,32.43,90379.28,0.0
6100,保險費 ,2024/04/15,11204150002,3,勞.健保(2月份) ,5619300.0,0,借,252312.0,USD,32.43,173274.75,0.0
6230,其他費用 ,2024/04/15,11204150003,3,108/4月園區管理費 ,1513200.0,0,借,195662.0,CNY,4.485,337391.3,0.0
6230,其他費用 ,2024/04/15,11204150004,3,營建工程空污防治費 ,10514700.0,0,借,300809.0,USD,32.43,324227.57,0.0
6230,其他費用 ,2024/04/15,11204150006,3,4月份垃圾清運費 ,450000.0,0,借,305309.0,USD,32.43,13876.04,0.0
8010,利息支出 ,2024/04/15,11204150001,3,土地貸款 ,14062500.0,0,借,1172467.0,CNY,4.485,3135451.51,0.0
1290,進項稅額 ,2024/04/16,11204160001,3,租金3/28-4/27 ,100000.0,0,借,267922.0,CNY,4.493,22256.84,0.0
2120,應付票據 ,2024/04/16,11204160001,3,7/31FA6528696(義舜) ,0.0,"2,100,000",借,1203818.0,CNY,4.493,0.0,467393.72
5502,製-間接人工 ,2024/12/31,11212310003,3,12月份臨時工資 ,43000000.0,0,借,3474800.0,JPY,0.2119,445136.88,0.0
1290,進項稅額 ,2024/04/18,11204180001,3,,40000.0,0,借,268322.0,JPY,0.2119,188768.29,0.0
2120,應付票據 ,2024/04/18,11204180001,3,5/31FA6528686(快樂之水 ) ,0.0,"840,000",借,1195418.0,JPY,0.2119,0.0,3964134.03
6230,其他費用 ,2024/04/18,11204180001,3,蒸餾水120桶 ,800000.0,0,借,313309.0,JPY,0.2119,3775365.74,0.0
1110,銀行存款 ,2024/04/23,11204230001,3,合庫雙和-活存 ,0.0,"60,000",借,3138349.0,JPY,0.2126,0.0,282220.13
1110,銀行存款 ,2024/04/23,11204230002,3,合庫雙和-活存 ,0.0,"868,400",借,3129665.0,CNY,4.516,0.0,192294.07
1290,進項稅額 ,2024/04/23,11204230001,3,,2800.0,0,借,268350.0,JPY,0.2126,13170.27,0.0
1290,進項稅額 ,2024/04/23,11204230002,3,,41400.0,0,借,268764.0,CNY,4.516,9167.4,0.0
1290,進項稅額 ,2024/04/23,11204230003,3,,1285700.0,0,借,281621.0,USD,32.645,39384.29,0.0
1470,未完工程及待驗設備 ,2024/04/23,11204230003,3,排煙監測.避雷.照明系統 訂 金30% ,25714300.0,0,借,146923009.0,USD,32.645,787694.9,0.0
2120,應付票據 ,2024/04/23,11204230003,3,4/30FA6528679(駿馬機電 ) ,0.0,"27,000,000",借,925418.0,USD,32.645,0.0,827079.19
5512,製-運費 ,2024/04/01,11204010001,3,起重費 ,1200000.0,0,借,12000.0,USD,32.03,269049.86,0.0
5512,製-運費 ,2024/04/15,11204150007,3,吊運費 ,800000.0,0,借,20000.0,JPY,0.2124,183126.66,0.0
1290,進項稅額 ,2024/04/24,11204240002,3,,523800.0,0,借,286859.0,USD,32.585,16074.88,0.0
2120,應付票據 ,2024/04/24,11204240002,3,5/31GFA6528690(又勝) ,0.0,"11,000,000",借,815418.0,USD,32.585,0.0,337578.64
6230,其他費用 ,2024/04/24,11204240002,3,觀音廠公區修復工程 ,10476200.0,0,借,418071.0,USD,32.585,321503.76,0.0
1110,銀行存款 ,2024/04/25,11204250001,3,合庫-雙和 ,0.0,"3,349,000",借,3096175.0,USD,32.63,0.0,102635.61
1110,銀行存款 ,2024/04/25,11204250002,3,合庫-雙和 ,260000000.0,0,借,5696175.0,USD,32.63,7968127.49,0.0
1110,銀行存款 ,2024/04/25,11204250002,3,合庫-雙和(匯板信) ,0.0,"260,004,000",借,3096135.0,USD,32.63,0.0,7968250.08
1110,銀行存款 ,2024/04/25,11204250005,3,合庫-雙和 ,260000000.0,0,借,5696135.0,USD,32.63,7968127.49,0.0
1290,進項稅額 ,2024/04/25,11204250003,3,,1414100.0,0,借,301000.0,JPY,0.2114,6689214.76,0.0
1290,進項稅額 ,2024/04/25,11204250004,3,,225500.0,0,借,303255.0,USD,32.63,6910.82,0.0
2115,銀行借款 ,2024/04/25,11204250005,3,銀行放款 ,0.0,"52,000,000",貸,140921384.0,USD,32.63,0.0,1593625.5
2115,銀行借款 ,2024/04/25,11204250005,3,銀行放款 ,0.0,"208,000,000",貸,143001384.0,USD,32.63,0.0,6374501.99
2120,應付票據 ,2024/04/25,11204250003,3,5/31FA6528687(小明鋼鐵 ) ,0.0,"29,696,500",借,518453.0,JPY,0.2114,0.0,140475402.08
2120,應付票據 ,2024/04/25,11204250004,3,5/31FA6528692(黃名媛) ,0.0,"4,735,500",借,471098.0,USD,32.63,0.0,145127.18
5512,製-運費 ,2024/04/25,11204250004,3,搬運費-車趟 ,4510000.0,0,借,65100.0,USD,32.63,118085146.64,0.0
5512,製-運費 ,2024/04/30,11204300002,3,運費 ,1500000.0,0,借,80100.0,JPY,0.2095,138216.37,0.0
5512,製-運費 ,2024/05/03,11205030002,3,運費 ,3947100.0,0,借,119571.0,JPY,0.2133,15701040.68,0.0
6230,其他費用 ,2024/04/25,11204250001,3,信保手續費 ,3349000.0,0,借,451561.0,USD,32.63,102635.61,0.0
6230,其他費用 ,2024/04/25,11204250002,3,匯費 ,4000.0,0,借,451601.0,USD,32.63,122.59,0.0
1290,進項稅額 ,2024/04/26,11204260001,3,,151200.0,0,借,304767.0,CNY,4.511,33518.07,0.0
2120,應付票據 ,2024/04/26,11204260001,3,7/31FA6528695(富月) ,0.0,"3,175,200",借,439346.0,CNY,4.511,0.0,703879.41
5512,製-運費 ,2024/06/03,11206030002,3,吊運費等 ,1600000.0,0,借,135571.0,USD,32.445,670361.34,0.0
1110,銀行存款 ,2024/04/29,11204290001,3,板信匯出 ,0.0,"260,000,000",借,3096135.0,JPY,0.2112,0.0,1231060606.06
1110,銀行存款 ,2024/04/29,11204290001,3,合庫-雙和(板信匯入) ,260000000.0,0,借,5696135.0,JPY,0.2112,1231060606.06,0.0
1290,進項稅額 ,2024/04/29,11204290002,3,,9400.0,0,借,304861.0,USD,32.61,288.26,0.0
2120,應付票據 ,2024/04/29,11204290002,3,5/31FA6528689(港富五金 ) ,0.0,"196,400",借,437382.0,USD,32.61,0.0,6022.69
5512,製-運費 ,2024/06/21,11206230001,3,起重費 ,800000.0,0,借,143571.0,JPY,0.206,5734.44,0.0
1110,銀行存款 ,2024/04/30,11204300001,3,合庫-雙和(支存) ,0.0,"307,092,200",借,2625213.0,CNY,4.512,0.0,68061214.54
1290,進項稅額 ,2024/04/30,11204300002,3,,75000.0,0,借,305611.0,JPY,0.2095,357995.23,0.0
2120,應付票據 ,2024/04/30,11204300001,3,工銀.富月.裕宏.益風.準 呈. 宇晟.先鋒戰隊.非盈利.銘杰.舜 炘. 永安.小明.峻山.正辛.晉 禾. 駿帥 ,271593000.0,0,借,3153312.0,CNY,4.512,60193484.04,0.0
2120,應付票據 ,2024/04/30,11204300002,3,6/30FA6545208(亞信亞) ,0.0,"1,575,000",借,3137562.0,JPY,0.2095,0.0,7517899.76
2120-001,其他應付票據 ,2024/04/30,11204300001,3,工銀 ,35499200.0,0,借,523509.0,CNY,4.512,7867730.5,0.0
5512,製-運費 ,2024/06/26,11206260001,3,起重費 ,1515000.0,0,借,158721.0,CNY,4.486,7159904.53,0.0
1290,進項稅額 ,2024/05/02,11205020001,3,,250000.0,0,借,308111.0,USD,32.55,7680.49,0.0
2120,應付票據 ,2024/05/02,11205020001,3,6/15FA6545201(峻山) ,0.0,"5,250,000",借,3085062.0,USD,32.55,0.0,161290.32
6020,租金支出 ,2024/05/02,11205020001,3,108/4/9-108/6/9 ,5000000.0,0,借,50000.0,USD,32.55,153609.83,0.0
1110,銀行存款 ,2024/05/03,11205030001,3,合庫-雙和 ,0.0,"61,523,800",借,2009975.0,JPY,0.2133,0.0,288437880.92
1110,銀行存款 ,2024/05/03,11205030002,3,合庫-雙和 ,0.0,"5,197,700",借,1957998.0,JPY,0.2133,0.0,24368026.25
1110,銀行存款 ,2024/05/03,11205030003,3,合庫-雙和 ,0.0,"2,692,800",借,1931070.0,JPY,0.2133,0.0,12624472.57
1110,銀行存款 ,2024/05/03,11205030004,3,合庫-雙和 ,0.0,"1,003,000",借,1921040.0,JPY,0.2133,0.0,4702297.23
1110,銀行存款 ,2024/05/03,11205030005,3,合庫-雙和 ,0.0,"28,000",借,1920760.0,CNY,4.521,0.0,6193.32
1110,銀行存款 ,2024/05/03,11205030006,3,合庫-雙和 ,0.0,"63,000",借,1920130.0,JPY,0.2133,0.0,295358.65
1290,進項稅額 ,2024/05/03,11205030002,3,,247600.0,0,借,310587.0,JPY,0.2133,1160806.38,0.0
1290,進項稅額 ,2024/05/03,11205030003,3,,59100.0,0,借,311178.0,JPY,0.2133,277074.54,0.0
1290,進項稅額 ,2024/05/03,11205030005,3,,1300.0,0,借,311191.0,CNY,4.521,287.55,0.0
1290,進項稅額 ,2024/05/03,11205030006,3,,3000.0,0,借,311221.0,JPY,0.2133,14064.7,0.0
2990,代收款項 ,2024/05/03,11205030001,3,4月份勞.健保自付 ,0.0,"1,000,200",貸,40650.0,JPY,0.2133,0.0,4689170.18
5512,製-運費 ,2024/06/28,11206280001,3,熱解機載回 ,1500000.0,0,借,173721.0,USD,32.5,4781997.19,0.0
5512,製-運費 ,2024/07/03,11207030002,3,吊運費等 ,1300000.0,0,借,186721.0,USD,32.68,18504922.64,0.0
5512,製-運費 ,2024/08/20,11208200003,3,搬運費 ,550000.0,0,借,192221.0,CNY,4.504,406938.58,0.0
5512,製-運費 ,2024/11/18,11211180001,3,起重費 ,350000.0,0,借,195721.0,CNY,4.512,3917018.28,0.0
5512,製-運費 ,2024/12/05,11212050010,3,吊運費 ,1050000.0,0,借,206221.0,CNY,4.484,785278.95,0.0
5512,製-運費 ,2024/12/25,11212250002,3,起重費 ,3000000.0,0,借,236221.0,JPY,0.2098,431317.39,0.0
6010,薪資支出 ,2024/05/03,11205030001,3,4月份薪資 ,44500000.0,0,借,2644000.0,JPY,0.2133,208626347.87,0.0
6010,薪資支出 ,2024/05/03,11205030001,3,4月份部分工資 ,18000000.0,0,借,2824000.0,JPY,0.2133,84388185.65,0.0
6010,薪資支出 ,2024/05/03,11205030004,3,補貼林紋乾油資等津貼 ,1000000.0,0,借,2834000.0,JPY,0.2133,4688232.54,0.0
6060,郵電費 ,2024/05/03,11205030005,3,中和辦公室電話 ,26700.0,0,借,1068.0,CNY,4.521,5905.77,0.0
6230,其他費用 ,2024/05/03,11205030001,3,匯費 ,24000.0,0,借,451841.0,JPY,0.2133,112517.58,0.0
6230,其他費用 ,2024/05/03,11205030003,3,員工餐費.拜拜什支等 ,1434900.0,0,借,466190.0,JPY,0.2133,6727144.87,0.0
6230,其他費用 ,2024/05/03,11205030004,3,匯費 ,3000.0,0,借,466220.0,JPY,0.2133,14064.7,0.0
6230,其他費用 ,2024/05/03,11205030006,3,中興保全傳訊費108/4/1- 108 /4/30 ,60000.0,0,借,466820.0,JPY,0.2133,281293.95,0.0
1290,進項稅額 ,2024/05/06,11205050001,3,,20100.0,0,借,311422.0,USD,32.4,620.37,0.0
2120,應付票據 ,2024/05/06,11205050001,3,8/31FA6545219(益風) ,0.0,"422,100",借,3080841.0,USD,32.4,0.0,13027.78
5514,製-郵電費 ,2024/02/26,11202260002,3,觀音電話費 ,57200.0,0,借,572.0,USD,31.6,12407.41,0.0
1110,銀行存款 ,2024/05/06,11205060001,3,合庫-雙和 ,0.0,"58,515,000",借,1334980.0,CNY,4.505,0.0,12988901.22
2115,銀行借款 ,2024/05/06,11205060001,3,信保還款 ,41513700.0,0,貸,142586247.0,CNY,4.505,9215027.75,0.0
2115,銀行借款 ,2024/05/06,11205060001,3,信保還款 ,10378400.0,0,貸,142482463.0,CNY,4.505,2303751.39,0.0
8010,利息支出 ,2024/05/06,11205060001,3,信保利息 ,5298300.0,0,借,1225450.0,CNY,4.505,1176093.23,0.0
8010,利息支出 ,2024/05/06,11205060001,3,信保利息 ,1324600.0,0,借,1238696.0,CNY,4.505,294028.86,0.0
1290,進項稅額 ,2024/05/08,11205080001,3,,8840000.0,0,借,399822.0,CNY,4.506,1961828.67,0.0
1470,未完工程及待驗設備 ,2024/05/08,11205080001,3,製程控制盤及相關設備第 二 期交貨款40% ,176800000.0,0,借,148691009.0,CNY,4.506,39236573.46,0.0
2120,應付票據 ,2024/05/08,11205080001,3,7/31FA6545211(金元彬) ,0.0,"185,640,000",借,1224441.0,CNY,4.506,0.0,41198402.13
1110,銀行存款 ,2024/05/09,11205090001,3,合庫-雙和(乙存) ,0.0,"8,680,100",借,1248179.0,USD,32.505,0.0,267038.92
8010,利息支出 ,2024/05/09,11205090001,3,廠融貸款 ,8680100.0,0,借,1325497.0,USD,32.505,267038.92,0.0
1290,進項稅額 ,2024/05/10,11205120001,3,108/3-4月 ,0.0,"33,978,700",借,60035.0,JPY,0.2102,0.0,161649381.54
1295,留抵稅額 ,2024/05/10,11205120001,3,108/1-2月 ,0.0,"903,277,900",借,0.0,JPY,0.2102,0.0,4297230732.64
1295,留抵稅額 ,2024/05/10,11205120001,3,108/3-4月 ,937256600.0,0,借,9372566.0,JPY,0.2102,4458880114.18,0.0
1110,銀行存款 ,2024/05/13,11205130001,3,合庫-雙和 ,0.0,"14,062,500",借,1107554.0,CNY,4.501,0.0,3124305.71
8010,利息支出 ,2024/05/13,11205130001,3,土地貸款利息 ,14062500.0,0,借,1466122.0,CNY,4.501,3124305.71,0.0
1110,銀行存款 ,2024/05/14,11205140001,3,合庫-雙和(乙存) ,0.0,"1,513,200",借,1092422.0,JPY,0.2092,0.0,7233269.6
1110,銀行存款 ,2024/05/14,11205140002,3,合庫-雙和 ,0.0,"2,120,000",借,1071222.0,JPY,0.2092,0.0,10133843.21
1110,銀行存款 ,2024/05/14,11205140003,3,合庫-雙和 ,0.0,"9,550,500",借,975717.0,USD,32.465,0.0,294178.35
2990,代收款項 ,2024/05/14,11205140003,3,勞.健保自付款 ,1000200.0,0,貸,30648.0,USD,32.465,30808.56,0.0
6040,旅費 ,2024/05/14,11205140002,3,4月份油資補貼 ,2120000.0,0,借,113971.0,JPY,0.2092,10133843.21,0.0
6100,保險費 ,2024/05/14,11205140003,3,勞退金3月份 ,2931000.0,0,借,281622.0,USD,32.465,90281.84,0.0
6100,保險費 ,2024/05/14,11205140003,3,勞.健保3月份 ,5619300.0,0,借,337815.0,USD,32.465,173087.94,0.0
6230,其他費用 ,2024/05/14,11205140001,3,108年5月園區管理費 ,1513200.0,0,借,481952.0,JPY,0.2092,7233269.6,0.0
1110,銀行存款 ,2024/05/15,11205150003,3,,2000000000.0,0,借,20975717.0,USD,32.355,61814248.18,0.0
1290,進項稅額 ,2024/05/15,11205150001,3,,28500.0,0,借,60320.0,JPY,0.209,136363.64,0.0
1290,進項稅額 ,2024/05/15,11205150002,3,,234000.0,0,借,62660.0,USD,32.355,7232.27,0.0
2120,應付票據 ,2024/05/15,11205150001,3,7/31FA6545210(先鋒戰隊) ,0.0,"598,500",借,1218456.0,JPY,0.209,0.0,2863636.36
2120,應付票據 ,2024/05/15,11205150002,3,6/30FA6545206(宏大福) ,0.0,"4,914,000",借,1169316.0,USD,32.355,0.0,151877.61
216800,預收股本 ,2024/05/15,11205150003,3,,1000000000.0,0,貸,0.0,USD,32.355,30907124.09,0.0
3110,資本 ,2024/05/15,11205150003,3,,0.0,"3,000,000,000",貸,210000000.0,USD,32.355,0.0,92721372.28
5514,製-郵電費 ,2024/04/03,11204030005,3,桃園電話費 ,57200.0,0,借,1144.0,CNY,4.442,144645.34,0.0
6230,其他費用 ,2024/05/15,11205150001,3,5月份清運費 ,450000.0,0,借,486452.0,JPY,0.209,2153110.05,0.0
6230,其他費用 ,2024/05/15,11205150001,3,清運費多出部分 ,120000.0,0,借,487652.0,JPY,0.209,574162.68,0.0
1290,進項稅額 ,2024/05/17,11205170001,3,,13000.0,0,借,62790.0,JPY,0.2087,62290.37,0.0
2120,應付票據 ,2024/05/17,11205170001,3,6/30FA6545204(正辛) ,0.0,"273,000",借,1166586.0,JPY,0.2087,0.0,1308097.75
2120,應付票據 ,2024/05/17,11205170002,3,6/15FA6545202(佳佳會計 ) ,0.0,"2,500,000",借,1141586.0,CNY,4.482,0.0,557786.7
6030,文具用品 ,2024/05/17,11205170001,3,5月份影印機租賃費 ,260000.0,0,借,13000.0,JPY,0.2087,1245807.38,0.0
6230,其他費用 ,2024/05/17,11205170002,3,公司增資變更案 ,2500000.0,0,借,512652.0,CNY,4.482,557786.7,0.0
1110,銀行存款 ,2024/05/22,11205220001,3,合庫-雙和 ,0.0,"1,000,011,000",借,10975607.0,CNY,4.478,0.0,223316435.91
1270,業主(股東)往來 ,2024/05/22,11205220001,3,股東借款(關係人) ,1000000000.0,0,借,10000000.0,CNY,4.478,223313979.46,0.0
6230,其他費用 ,2024/05/22,11205220001,3,匯費 ,11000.0,0,借,512762.0,CNY,4.478,2456.45,0.0
1110,銀行存款 ,2024/05/23,11205230001,3,合庫-雙和(乙存) ,0.0,"60,000",借,10975007.0,CNY,4.468,0.0,13428.83
1110,銀行存款 ,2024/05/23,11205230002,3,合庫-雙和(乙存) ,0.0,"714,000",借,10967867.0,CNY,4.468,0.0,159803.04
1290,進項稅額 ,2024/05/23,11205230001,3,,2800.0,0,借,62818.0,CNY,4.468,626.68,0.0
1290,進項稅額 ,2024/05/23,11205230002,3,,34000.0,0,借,63158.0,CNY,4.468,7609.67,0.0
5514,製-郵電費 ,2024/04/23,11204230001,3,觀音廠電話費 ,57200.0,0,借,1716.0,JPY,0.2126,12802.15,0.0
5514,製-郵電費 ,2024/05/23,11205230001,3,觀音廠電話費 ,57200.0,0,借,2288.0,CNY,4.468,152193.38,0.0
1290,進項稅額 ,2024/05/24,11205240001,3,,77100.0,0,借,63929.0,USD,32.315,2385.89,0.0
1290,進項稅額 ,2024/05/24,11205240002,3,,100000.0,0,借,64929.0,CNY,4.47,22371.36,0.0
2120,應付票據 ,2024/05/24,11205240001,3,6/30FA6545203(小明) ,0.0,"1,618,600",借,1125400.0,USD,32.315,0.0,50088.19
2120,應付票據 ,2024/05/24,11205240002,3,8/31FA6545221(義舜) ,0.0,"2,100,000",借,1104400.0,CNY,4.47,0.0,469798.66
5514,製-郵電費 ,2024/06/27,11206270002,3,觀音廠電話費 ,60000.0,0,借,2888.0,USD,32.58,46773.94,0.0
5514,製-郵電費 ,2024/07/30,11207300001,3,觀音廠電話費 ,150200.0,0,借,4390.0,USD,32.9,928.36,0.0
5514,製-郵電費 ,2024/08/20,11208200007,3,觀音廠電話費 ,94800.0,0,借,5338.0,JPY,0.2202,447427.29,0.0
1290,進項稅額 ,2024/05/27,11205250001,3,,52600.0,0,借,65455.0,USD,32.23,1632.02,0.0
2120,應付票據 ,2024/05/27,11205250001,3,6/30FA6545205(晉楊) ,0.0,"1,105,100",借,1093349.0,USD,32.23,0.0,34287.93
5514,製-郵電費 ,2024/08/29,11208290001,3,觀音廠電話費 ,521700.0,0,借,10555.0,CNY,4.513,32655.91,0.0
1110,銀行存款 ,2024/05/29,11205290001,3,合庫-雙和 ,0.0,"28,000",借,10967587.0,JPY,0.2076,0.0,134874.76
1110,銀行存款 ,2024/05/29,11205290002,3,合庫-雙和 ,0.0,"139,194,700",借,9575640.0,CNY,4.468,0.0,31153692.93
1290,進項稅額 ,2024/05/29,11205290001,3,,1300.0,0,借,65468.0,JPY,0.2076,6262.04,0.0
2120,應付票據 ,2024/05/29,11205290002,3,小明.正辛等 ,103695500.0,0,借,2130304.0,CNY,4.468,23208482.54,0.0
2120-001,其他應付票據 ,2024/05/29,11205290002,3,台灣工銀 ,35499200.0,0,借,878501.0,CNY,4.468,7945210.38,0.0
6060,郵電費 ,2024/05/29,11205290001,3,中和辦公室電話費 ,26700.0,0,借,1335.0,JPY,0.2076,128612.72,0.0
1110,銀行存款 ,2024/06/03,11206030001,3,合庫-雙和 ,0.0,"62,460,100",借,8951039.0,USD,32.445,0.0,1925107.1
1110,銀行存款 ,2024/06/03,11206030002,3,合庫-雙和 ,0.0,"6,835,200",借,8882687.0,USD,32.445,0.0,210670.37
1110,銀行存款 ,2024/06/03,11206030003,3,合庫-雙和 ,0.0,"2,018,800",借,8862499.0,CNY,4.486,0.0,450022.29
1290,進項稅額 ,2024/06/03,11206030002,3,,325500.0,0,借,68723.0,USD,32.445,10032.36,0.0
1290,進項稅額 ,2024/06/03,11206030003,3,,4300.0,0,借,68766.0,CNY,4.486,958.54,0.0
2990,代收款項 ,2024/06/03,11206030001,3,5月份勞.健保自付 ,0.0,"1,066,900",貸,41317.0,USD,32.445,0.0,32883.34
5514,製-郵電費 ,2024/09/20,11209200007,3,觀音廠電話及網路費 ,531400.0,0,借,15869.0,CNY,4.557,49314.22,0.0
5514,製-郵電費 ,2024/10/21,11210210005,3,觀音廠電話費 ,504200.0,0,借,20911.0,CNY,4.509,90997.07,0.0
5514,製-郵電費 ,2024/11/20,11211200004,3,觀音廠電話費 ,595500.0,0,借,26866.0,USD,32.545,31231.31,0.0
5514,製-郵電費 ,2024/12/30,11212300003,3,觀音廠電話網路費 ,650600.0,0,借,33372.0,JPY,0.2093,29095.39,0.0
6010,薪資支出 ,2024/06/03,11206030001,3,5月份薪資 ,45500000.0,0,借,3289000.0,USD,32.445,1402373.25,0.0
6010,薪資支出 ,2024/06/03,11206030001,3,5月份部分薪資 ,18000000.0,0,借,3469000.0,USD,32.445,554785.02,0.0
6030,文具用品 ,2024/06/03,11206030003,3,文具及刻印 ,62500.0,0,借,13625.0,CNY,4.486,13932.23,0.0
6230,其他費用 ,2024/06/03,11206030001,3,匯費 ,27000.0,0,借,513032.0,USD,32.445,832.18,0.0
6230,其他費用 ,2024/06/03,11206030003,3,員工餐費及拜拜什支.郵?窱?,1892000.0,0,借,531952.0,CNY,4.486,421756.58,0.0
6230,其他費用 ,2024/06/03,11206030003,3,中興保全傳訊費108/5/1- 108 /5/31 ,60000.0,0,借,532552.0,CNY,4.486,13374.94,0.0
1110,銀行存款 ,2024/06/04,11206040001,3,合庫-雙和 ,0.0,"58,515,000",借,8277349.0,JPY,0.2105,0.0,277980997.62
2115,銀行借款 ,2024/06/04,11206040001,3,信保還款 ,41275200.0,0,貸,142069711.0,JPY,0.2105,196081710.21,0.0
