科目代碼,會計科目,日期,傳票號碼,種類,摘要,本幣借方金額,本幣貸方金額,借貸,餘額,幣別,匯率,原幣借方金額,原幣貸方金額
2120,應付票據 ,2024/07/26,11207250007,3,9/30FA6545245(駿帥) ,0.0,"5,500,000",貸,4762622.0,USD,32.88,0.0,167274.94
2120,應付票據 ,2024/07/26,11207250008,3,9/30FA6545252(非盈利) ,0.0,"29,677,500",貸,5059397.0,CNY,4.547,0.0,6526830.88
5518,製-水電瓦斯費 ,2024/11/20,11211200003,3,臨水結清水費 ,710500.0,0,借,132115.0,CNY,4.511,1212500.0,0.0
5518,製-水電瓦斯費 ,2024/11/20,11211200003,3,觀音廠電費 ,1738300.0,0,借,149498.0,CNY,4.511,6216032.55,0.0
5518,製-水電瓦斯費 ,2024/12/30,11212300002,3,觀音廠電費 ,1539100.0,0,借,164889.0,JPY,0.2093,196514.6,0.0
5522,製-保險費 ,2024/11/07,11211070001,3,污泥熱解機(火險保險費) ,2337500.0,0,借,23375.0,CNY,4.517,22117974.92,0.0
5524,製-燃料費 ,2024/02/15,11202130006,3,發電機用油 ,6154200.0,0,借,61542.0,USD,31.48,46228.71,0.0
5524,製-燃料費 ,2024/04/03,11204030004,3,發電機加油 ,2333300.0,0,借,84875.0,CNY,4.442,2962128.88,0.0
6380,消耗費 ,2024/07/26,11207250006,3,工資.材料 ,14285700.0,0,借,142857.0,USD,32.88,434479.93,0.0
1110,銀行存款 ,2024/07/29,11207290001,3,合2庫-雙和 ,0.0,"63,000",借,8862518.0,JPY,0.216,0.0,291666.67
1110,銀行存款 ,2024/07/29,11207290002,3,合庫-雙和 ,0.0,"52,773,000",借,8334788.0,USD,32.92,0.0,1603068.04
1290,進項稅額 ,2024/07/29,11207290001,3,,3000.0,0,借,512337.0,JPY,0.216,13888.89,0.0
1290,進項稅額 ,2024/07/29,11207290002,3,,2512900.0,0,借,537466.0,USD,32.92,76333.54,0.0
1470,未完工程及待驗設備 ,2024/07/29,11207290002,3,台電線路設置費 ,50257100.0,0,借,158552818.0,USD,32.92,1526643.38,0.0
6230,其他費用 ,2024/07/29,11207290001,3,中興保全傳訊費108/7/1- 108 /7/31 ,60000.0,0,借,701960.0,JPY,0.216,277777.78,0.0
6230,其他費用 ,2024/07/29,11207290002,3,匯費 ,3000.0,0,借,701990.0,USD,32.92,91.13,0.0
1110,銀行存款 ,2024/07/30,11207300001,3,合庫-雙和 ,0.0,"157,700",借,8333211.0,USD,32.9,0.0,4793.31
1110,銀行存款 ,2024/07/30,11207300002,3,合庫-雙和 ,0.0,"357,682,800",借,4756383.0,CNY,4.547,0.0,78663470.42
1290,進項稅額 ,2024/07/30,11207300001,3,,7500.0,0,借,537541.0,USD,32.9,227.96,0.0
2120,應付票據 ,2024/07/30,11207300002,3,富月.義舜.先鋒戰隊.金元彬. 中 明.正辛.生態.住茗等 ,322183600.0,0,貸,1837561.0,CNY,4.547,70856300.86,0.0
2120-001,其他應付票據 ,2024/07/30,11207300002,3,台灣工銀 ,35499200.0,0,借,1588485.0,CNY,4.547,7807169.56,0.0
5524,製-燃料費 ,2024/05/03,11205030002,3,發電機加油 ,835500.0,0,借,93230.0,JPY,0.2133,4565.35,0.0
1110,銀行存款 ,2024/08/05,11208050001,3,合庫-雙和 ,0.0,"58,515,000",借,4171233.0,CNY,4.597,0.0,12728953.67
1110,銀行存款 ,2024/08/05,11208050002,3,合庫 ,0.0,"65,961,200",借,3511621.0,USD,32.695,0.0,2017470.56
1110,銀行存款 ,2024/08/05,11208050003,3,合庫-雙和 ,0.0,"9,798,900",借,3413632.0,USD,32.695,0.0,299706.38
1110,銀行存款 ,2024/08/05,11208050004,3,合庫-雙和 ,0.0,"74,400",借,3412888.0,JPY,0.2295,0.0,324183.01
1110,銀行存款 ,2024/08/05,11208050005,3,合庫-雙和 ,0.0,"4,490,100",借,3367987.0,CNY,4.597,0.0,976745.7
1110,銀行存款 ,2024/08/05,11208050006,3,合庫-雙和 ,0.0,"36,217,500",借,3005812.0,CNY,4.597,0.0,7878507.72
1110,銀行存款 ,2024/08/05,11208050007,3,合庫-雙和 ,0.0,"2,523,400",借,2980578.0,USD,32.695,0.0,77180.0
1110,銀行存款 ,2024/08/05,11208050008,3,合庫-雙和 ,0.0,"7,003,000",借,2910548.0,JPY,0.2295,0.0,30514161.22
1110,銀行存款 ,2024/08/05,11208050009,3,合庫-雙和 ,0.0,"28,000",借,2910268.0,JPY,0.2295,0.0,122004.36
1110,銀行存款 ,2024/08/05,11208050010,3,合庫-雙和 ,0.0,"1,172,100",借,2898547.0,CNY,4.597,0.0,254970.63
1110,銀行存款 ,2024/08/05,11208050012,3,合庫-雙和 ,0.0,"2,400,000",借,2874547.0,CNY,4.597,0.0,522079.62
1210,預付費用 ,2024/08/05,11208050008,3,辦公家具訂金 ,7000000.0,0,借,4615971.0,JPY,0.2295,30501089.32,0.0
1290,進項稅額 ,2024/08/05,11208050006,3,,1724500.0,0,借,554786.0,CNY,4.597,375135.96,0.0
1290,進項稅額 ,2024/08/05,11208050007,3,,120000.0,0,借,555986.0,USD,32.695,3670.29,0.0
1290,進項稅額 ,2024/08/05,11208050009,3,,1300.0,0,借,555999.0,JPY,0.2295,5664.49,0.0
1290,進項稅額 ,2024/08/05,11208050010,3,,55800.0,0,借,556557.0,CNY,4.597,12138.35,0.0
2115,銀行借款 ,2024/08/05,11208050001,3,信保還款 ,41464600.0,0,貸,144734755.0,CNY,4.597,9019926.04,0.0
2115,銀行借款 ,2024/08/05,11208050001,3,信保還款 ,10366100.0,0,貸,144631094.0,CNY,4.597,2254970.63,0.0
2990,代收款項 ,2024/08/05,11208050002,3,7月份勞.健保自付 ,0.0,"1,165,800",貸,42652.0,USD,32.695,0.0,35656.83
5524,製-燃料費 ,2024/06/03,11206030002,3,發電機加油 ,1013300.0,0,借,103363.0,USD,32.445,224805.02,0.0
5524,製-燃料費 ,2024/07/03,11207030002,3,發電機加油 ,948600.0,0,借,112849.0,USD,32.68,7502719.16,0.0
5524,製-燃料費 ,2024/08/05,11208050003,3,發電機用油 ,996000.0,0,借,122809.0,USD,32.695,3670.29,0.0
5524,製-燃料費 ,2024/09/05,11209050004,3,發電機用油 ,4163900.0,0,借,164448.0,USD,32.12,242832.28,0.0
5524,製-燃料費 ,2024/10/07,11210050002,3,發電機用油 ,5238200.0,0,借,216830.0,USD,32.18,30463.37,0.0
5524,製-燃料費 ,2024/11/04,11211040009,3,發電機用油 ,6071400.0,0,借,277544.0,JPY,0.2122,40767.7,0.0
5524,製-燃料費 ,2024/12/05,11212050010,3,發電機用油 ,5904000.0,0,借,336584.0,CNY,4.484,73417.95,0.0
6010,薪資支出 ,2024/08/05,11208050002,3,7月份薪資 ,49100000.0,0,借,4595000.0,USD,32.695,1501758.68,0.0
6010,薪資支出 ,2024/08/05,11208050002,3,7月份部分薪資 ,18000000.0,0,借,4775000.0,USD,32.695,550542.9,0.0
6010,薪資支出 ,2024/08/05,11208050012,3,蔡千成薪資 ,2400000.0,0,借,4799000.0,CNY,4.597,522079.62,0.0
6040,旅費 ,2024/08/05,11208050004,3,油資補貼(何) ,74400.0,0,借,157115.0,JPY,0.2295,324183.01,0.0
6060,郵電費 ,2024/08/05,11208050009,3,中和辦公室電話費 ,26700.0,0,借,1869.0,JPY,0.2295,116339.87,0.0
6230,其他費用 ,2024/08/05,11208050002,3,匯費 ,27000.0,0,借,702260.0,USD,32.695,825.81,0.0
6230,其他費用 ,2024/08/05,11208050005,3,抽水肥及通水管 ,1350000.0,0,借,715760.0,CNY,4.597,293669.78,0.0
6230,其他費用 ,2024/08/05,11208050005,3,水泥材料及五金用品等 ,393700.0,0,借,719697.0,CNY,4.597,85642.81,0.0
6230,其他費用 ,2024/08/05,11208050005,3,員工餐費及拜拜什支等 ,2746400.0,0,借,747161.0,CNY,4.597,597433.11,0.0
6230,其他費用 ,2024/08/05,11208050006,3,匯費 ,3000.0,0,借,747191.0,CNY,4.597,652.6,0.0
6230,其他費用 ,2024/08/05,11208050007,3,匯費 ,3000.0,0,借,747221.0,USD,32.695,91.76,0.0
6230,其他費用 ,2024/08/05,11208050008,3,匯費 ,3000.0,0,借,747251.0,JPY,0.2295,13071.9,0.0
8010,利息支出 ,2024/08/05,11208050001,3,信保利息 ,5347400.0,0,借,2111686.0,CNY,4.597,1163236.89,0.0
8010,利息支出 ,2024/08/05,11208050001,3,信保利息 ,1336900.0,0,借,2125055.0,CNY,4.597,290820.1,0.0
1110,銀行存款 ,2024/08/09,11208090001,3,合庫-雙和 ,0.0,"9,163,400",借,2782913.0,CNY,4.544,0.0,2016593.31
8010,利息支出 ,2024/08/09,11208090001,3,廠融利息 ,9163400.0,0,借,2216689.0,CNY,4.544,2016593.31,0.0
1110,銀行存款 ,2024/08/13,11208130001,3,合庫-雙和 ,0.0,"14,062,500",借,2642288.0,JPY,0.2217,0.0,63430311.23
1290,進項稅額 ,2024/08/13,11208130002,3,,1690500.0,0,借,573462.0,JPY,0.2217,7625169.15,0.0
1290,進項稅額 ,2024/08/13,11208130003,3,,52000.0,0,借,573982.0,CNY,4.552,11423.55,0.0
2120,應付票據 ,2024/08/13,11208130002,3,10/31FA6545262(豪氣) ,0.0,"35,500,000",貸,2192561.0,JPY,0.2217,0.0,160126296.8
2120,應付票據 ,2024/08/13,11208130003,3,11/30FA6545278(富月) ,0.0,"1,092,000",貸,2203481.0,CNY,4.552,0.0,239894.55
5524,製-燃料費 ,2024/12/31,11212310008,3,發電機用油 ,5488000.0,0,借,391464.0,CNY,4.503,152501127.65,0.0
5525,製-加工費 ,2024/01/08,11201070001,3,零件攻牙 ,256000.0,0,借,2560.0,USD,31.045,228471.0,0.0
8010,利息支出 ,2024/08/13,11208130001,3,土地貸款利息 ,14062500.0,0,借,2357314.0,JPY,0.2217,63430311.23,0.0
1290,進項稅額 ,2024/08/15,11208150001,3,,1838200.0,0,借,592364.0,USD,32.33,56857.41,0.0
1290,進項稅額 ,2024/08/15,11208150002,3,,100000.0,0,借,593364.0,JPY,0.2213,451875.28,0.0
1290,進項稅額 ,2024/08/15,11208150003,3,,3770200.0,0,借,631066.0,USD,32.33,116616.15,0.0
1470,未完工程及待驗設備 ,2024/08/15,11208150001,3,機電設備(第六期計價) ,36764700.0,0,借,158920465.0,USD,32.33,1137169.81,0.0
1470,未完工程及待驗設備 ,2024/08/15,11208150003,3,機電設備 ,75403000.0,0,借,159674495.0,USD,32.33,2332291.99,0.0
2120,應付票據 ,2024/08/15,11208150001,3,12/31FA6545281(減興) ,0.0,"38,602,900",貸,2589510.0,USD,32.33,0.0,1194027.22
2120,應付票據 ,2024/08/15,11208150002,3,11/30FA6545279(義舜) ,0.0,"2,100,000",貸,2610510.0,JPY,0.2213,0.0,9489380.93
2130,應付帳款 ,2024/08/15,11208150003,3,佳興電機股份有限公司 ,0.0,"79,173,200",貸,791732.0,USD,32.33,0.0,2448908.13
5525,製-加工費 ,2024/01/10,11201140002,3,加工零件 ,800000.0,0,借,10560.0,USD,31.17,9037505.65,0.0
1290,進項稅額 ,2024/08/16,11208160001,3,,22500.0,0,借,631291.0,USD,32.33,695.95,0.0
1290,進項稅額 ,2024/08/16,11208160002,3,,180000.0,0,借,633091.0,JPY,0.2187,823045.27,0.0
2120,應付票據 ,2024/08/16,11208160001,3,10/31FA6545256(先鋒戰隊) ,0.0,"472,500",貸,2615235.0,USD,32.33,0.0,14614.91
2120,應付票據 ,2024/08/16,11208160002,3,10/31FA6545265(裕宏) ,0.0,"3,780,000",貸,2653035.0,JPY,0.2187,0.0,17283950.62
5525,製-加工費 ,2024/01/23,11201230001,3,噴漆.噴砂(台中燒結爐租 金) ,8000000.0,0,借,90560.0,JPY,0.2143,16460905.35,0.0
6230,其他費用 ,2024/08/16,11208160001,3,垃圾清運費(8月份) ,450000.0,0,借,751751.0,USD,32.33,13918.96,0.0
1110,銀行存款 ,2024/08/20,11208200004,3,合庫-雙和 ,0.0,"7,639,200",借,2565896.0,JPY,0.2202,0.0,34692098.09
1110,銀行存款 ,2024/08/20,11208200005,3,合庫-雙和 ,0.0,"2,120,000",借,2544696.0,JPY,0.2202,0.0,9627611.26
1110,銀行存款 ,2024/08/20,11208200006,3,合庫-雙和 ,0.0,"1,513,200",借,2529564.0,JPY,0.2202,0.0,6871934.6
1110,銀行存款 ,2024/08/20,11208200007,3,合庫-雙和 ,0.0,"99,500",借,2528569.0,JPY,0.2202,0.0,451861.94
1110,銀行存款 ,2024/08/20,11208200008,3,合庫-雙和 ,0.0,"66,500",借,2527904.0,JPY,0.2202,0.0,301998.18
1290,進項稅額 ,2024/08/20,11208200001,3,,40000.0,0,借,633491.0,JPY,0.2202,181653.04,0.0
1290,進項稅額 ,2024/08/20,11208200002,3,,34600.0,0,借,633837.0,USD,32.03,1080.24,0.0
1290,進項稅額 ,2024/08/20,11208200003,3,,27500.0,0,借,634112.0,CNY,4.504,6105.68,0.0
1290,進項稅額 ,2024/08/20,11208200007,3,,4700.0,0,借,634159.0,JPY,0.2202,21344.23,0.0
1290,進項稅額 ,2024/08/20,11208200008,3,,2600.0,0,借,634185.0,JPY,0.2202,11807.45,0.0
2120,應付票據 ,2024/08/20,11208200001,3,9/30FA6545253(快樂之水 ) ,0.0,"840,000",貸,2661435.0,JPY,0.2202,0.0,3814713.9
2120,應付票據 ,2024/08/20,11208200002,3,9/30FA6545255(立春) ,0.0,"725,600",貸,2668691.0,USD,32.03,0.0,22653.76
2120,應付票據 ,2024/08/20,11208200003,3,9/30FA6545249(小翔) ,0.0,"577,500",貸,2674466.0,CNY,4.504,0.0,128219.36
2990,代收款項 ,2024/08/20,11208200004,3,6月份勞.健保自付 ,1034800.0,0,貸,32304.0,JPY,0.2202,4699364.21,0.0
5525,製-加工費 ,2024/01/25,11201250001,3,切板.捲圓.壓板工資 ,987200.0,0,借,100432.0,USD,31.36,122113.68,0.0
5525,製-加工費 ,2024/02/23,11202250001,3,捲圓.切板.壓板工資 ,1180600.0,0,借,112238.0,USD,31.605,430517.71,0.0
5525,製-加工費 ,2024/03/20,11203200001,3,噴砂.噴漆(台中燒結爐租 金) ,4000000.0,0,借,152238.0,CNY,4.443,290190.74,0.0
5525,製-加工費 ,2024/03/25,11203250001,3,切板.捲圓工資等 ,2746800.0,0,借,179706.0,USD,31.915,21573.52,0.0
6040,旅費 ,2024/08/20,11208200005,3,7月份油資補貼 ,2120000.0,0,借,178315.0,JPY,0.2202,9627611.26,0.0
6100,保險費 ,2024/08/20,11208200004,3,6月份勞退金 ,2709900.0,0,借,526830.0,JPY,0.2202,12306539.51,0.0
6100,保險費 ,2024/08/20,11208200004,3,6月份勞.健保 ,3894500.0,0,借,565775.0,JPY,0.2202,17686194.37,0.0
6230,其他費用 ,2024/08/20,11208200001,3,蒸餾水120桶 ,800000.0,0,借,759751.0,JPY,0.2202,3633060.85,0.0
6230,其他費用 ,2024/08/20,11208200006,3,8月份園區管理費 ,1513200.0,0,借,774883.0,JPY,0.2202,6871934.6,0.0
1290,進項稅額 ,2024/08/21,11208210001,3,,17700.0,0,借,634362.0,JPY,0.2206,80235.72,0.0
2120,應付票據 ,2024/08/21,11208210001,3,9/30FA6545248(正辛) ,0.0,"371,300",貸,2678179.0,JPY,0.2206,0.0,1683136.9
6030,文具用品 ,2024/08/21,11208210001,3,影印費8月份 ,353600.0,0,借,26378.0,JPY,0.2206,1602901.18,0.0
1290,進項稅額 ,2024/08/22,11208220001,3,,1571400.0,0,借,650076.0,CNY,4.507,348657.64,0.0
1470,未完工程及待驗設備 ,2024/08/22,11208220001,3,乙太網路模組及設備配線 .變 頻器第二期交貨30% ,31428600.0,0,借,159988781.0,CNY,4.507,6973286.0,0.0
2120,應付票據 ,2024/08/22,11208220001,3,9/30FA6545250(金元彬) ,0.0,"33,000,000",貸,3008179.0,CNY,4.507,0.0,7321943.64
1290,進項稅額 ,2024/08/23,11208230001,3,,25385700.0,0,借,903933.0,JPY,0.2212,114763562.39,0.0
1290,進項稅額 ,2024/08/23,11208230002,3,,1309500.0,0,借,917028.0,CNY,4.502,290870.72,0.0
1290,進項稅額 ,2024/08/23,11208230003,3,,591800.0,0,借,922946.0,CNY,4.502,131452.69,0.0
1470,未完工程及待驗設備 ,2024/08/23,11208230001,3,設計圖審圖及配電工程統 包3 0% ,507714300.0,0,借,165065924.0,JPY,0.2212,2295272603.98,0.0
1470,未完工程及待驗設備 ,2024/08/23,11208230002,3,A棟辦公大樓照明及開關?＆y 設備 ,26190500.0,0,借,165327829.0,CNY,4.502,5817525.54,0.0
2120,應付票據 ,2024/08/23,11208230001,3,10/31FA6545264(駿帥) ,0.0,"533,100,000",貸,8339179.0,JPY,0.2212,0.0,2410036166.37
2120,應付票據 ,2024/08/23,11208230002,3,10/31FA6545263(駿帥) ,0.0,"27,500,000",貸,8614179.0,CNY,4.502,0.0,6108396.27
2120,應付票據 ,2024/08/23,11208230003,3,11/30FA6545277(非盈利) ,0.0,"12,427,300",貸,8738452.0,CNY,4.502,0.0,2760395.38
5525,製-加工費 ,2024/03/25,11203250002,3,加工費 ,1200000.0,0,借,191706.0,USD,31.915,2628942.69,0.0
1290,進項稅額 ,2024/08/26,11208250001,3,,1204000.0,0,借,934986.0,CNY,4.492,268032.06,0.0
2120,應付票據 ,2024/08/26,11208250001,3,9/30FA6545247(小明) ,0.0,"25,282,900",貸,8991281.0,CNY,4.492,0.0,5628428.32
5525,製-加工費 ,2024/04/16,11204160001,3,噴砂.噴漆 ,2000000.0,0,借,211706.0,CNY,4.493,5144523.6,0.0
5525,製-加工費 ,2024/04/25,11204250003,3,捲圓.切板工資 ,3319200.0,0,借,244898.0,JPY,0.2114,215872.66,0.0
1290,進項稅額 ,2024/08/26,11208260001,3,,330800.0,0,借,938294.0,JPY,0.2231,1482743.16,0.0
2120,應付票據 ,2024/08/26,11208260001,3,9/30FA6545251(晉楊) ,0.0,"6,946,300",貸,9060744.0,JPY,0.2231,0.0,31135365.31
5525,製-加工費 ,2024/05/24,11205240001,3,捲圓工資 ,30000.0,0,借,245198.0,USD,32.315,29652622.14,0.0
1110,銀行存款 ,2024/08/27,11208270002,3,合庫-雙和 ,8137000.0,0,借,2609274.0,USD,31.98,254440.28,0.0
1110,銀行存款 ,2024/08/27,11208270002,3,匯費 ,0.0,"3,000",借,2609244.0,USD,31.98,0.0,93.81
1110,銀行存款 ,2024/08/27,11208270003,3,合庫-雙和 ,500000000.0,0,借,7609244.0,CNY,4.501,111086425.24,0.0
1240,其他預付款 ,2024/08/27,11208270002,3,利息10%扣繳 ,904100.0,0,借,9041.0,USD,31.98,28270.79,0.0
1270,業主(股東)往來 ,2024/08/27,11208270003,3,還款(惠民) ,0.0,"500,000,000",借,0.0,CNY,4.501,0.0,111086425.24
1290,進項稅額 ,2024/08/27,11208270001,3,,124600.0,0,借,939540.0,USD,31.98,3896.19,0.0
1840,裝修費 ,2024/08/27,11208270001,3,油漆工程 ,2492000.0,0,借,295981.0,USD,31.98,77923.7,0.0
2120,應付票據 ,2024/08/27,11208270001,3,9/30FA6545254(住茗) ,0.0,"2,616,600",貸,9086910.0,USD,31.98,0.0,81819.89
6230,其他費用 ,2024/08/27,11208270002,3,匯費 ,3000.0,0,借,774913.0,USD,31.98,93.81,0.0
7040,利息收入 ,2024/08/27,11208270002,3,,0.0,"9,041,100",貸,92743.0,USD,31.98,0.0,282711.07
1110,銀行存款 ,2024/08/29,11208290001,3,合庫-雙和 ,0.0,"547,700",借,7603767.0,CNY,4.513,0.0,121360.51
1110,銀行存款 ,2024/08/29,11208290002,3,合庫-雙和 ,0.0,"2,101,900",借,7582748.0,CNY,4.513,0.0,465743.41
1110,銀行存款 ,2024/08/29,11208290003,3,合庫-雙和 ,0.0,"380,200",借,7578946.0,CNY,4.513,0.0,84245.51
1110,銀行存款 ,2024/08/29,11208290004,3,合庫-雙和 ,0.0,"291,338,900",借,4665557.0,CNY,4.513,0.0,64555484.16
1290,進項稅額 ,2024/08/29,11208290001,3,,26000.0,0,借,939800.0,CNY,4.513,5761.13,0.0
1290,進項稅額 ,2024/08/29,11208290002,3,,100100.0,0,借,940801.0,CNY,4.513,22180.37,0.0
1290,進項稅額 ,2024/08/29,11208290003,3,,18200.0,0,借,940983.0,CNY,4.513,4032.79,0.0
2120,應付票據 ,2024/08/29,11208290004,3,富月.先鋒戰隊.小明.正辛等 ,255839700.0,0,貸,6528513.0,CNY,4.513,56689497.01,0.0
2120-001,其他應付票據 ,2024/08/29,11208290004,3,台灣工銀 ,35499200.0,0,借,1943477.0,CNY,4.513,7865987.15,0.0
5525,製-加工費 ,2024/05/24,11205240002,3,噴砂.噴漆(台中燒結爐租 金) ,2000000.0,0,借,265198.0,CNY,4.47,115599.38,0.0
5525,製-加工費 ,2024/06/25,11206250002,3,切板.捲圓工資等 ,7003500.0,0,借,335233.0,USD,32.495,443563.04,0.0
6230,其他費用 ,2024/08/29,11208290003,3,中興保全傳訊費108/7/31 -10 9/1/31 ,362000.0,0,借,778533.0,CNY,4.513,80212.72,0.0
1290,進項稅額 ,2024/08/30,11208300001,3,,334700.0,0,借,944330.0,CNY,4.538,73754.96,0.0
1840,裝修費 ,2024/08/30,11208300001,3,輕鋼架工程 ,6694700.0,0,借,362928.0,CNY,4.538,1475253.42,0.0
2120,應付票據 ,2024/08/30,11208300001,3,10/31FA6545270(超巨) ,0.0,"7,029,400",貸,6598807.0,CNY,4.538,0.0,1549008.37
1290,進項稅額 ,2024/09/02,11209020001,3,,491700.0,0,借,949247.0,USD,32.07,15332.09,0.0
1460,辦公設備 ,2024/09/02,11209020001,3,冷氣一式 ,9833300.0,0,借,712571.0,USD,32.07,306619.89,0.0
2120,應付票據 ,2024/09/02,11209020001,3,10/31FA6545271(祥瑞) ,0.0,"10,325,000",貸,6702057.0,USD,32.07,0.0,321951.98
1290,進項稅額 ,2024/09/03,11209030001,3,,92500.0,0,借,950172.0,USD,32.11,2880.72,0.0
2120,應付票據 ,2024/09/03,11209030001,3,11/30FA6545288(銀隆倡) ,0.0,"1,942,500",貸,6721482.0,USD,32.11,0.0,60495.17
5525,製-加工費 ,2024/06/27,11206270001,3,噴砂.噴漆(台中燒結爐租 金) ,2000000.0,0,借,355233.0,JPY,0.2047,57614.45,0.0
1110,銀行存款 ,2024/09/04,11209040001,3,合庫-雙和 ,0.0,"58,515,000",借,4080407.0,USD,32.24,0.0,1814981.39
2115,銀行借款 ,2024/09/04,11209040001,3,信保還款 ,10389900.0,0,貸,144527195.0,USD,32.24,322267.37,0.0
2115,銀行借款 ,2024/09/04,11209040001,3,信保還款 ,41559600.0,0,貸,144111599.0,USD,32.24,1289069.48,0.0
8010,利息支出 ,2024/09/04,11209040001,3,信保利息 ,1313100.0,0,借,2370445.0,USD,32.24,40728.91,0.0
8010,利息支出 ,2024/09/04,11209040001,3,信保利息 ,5252400.0,0,借,2422969.0,USD,32.24,162915.63,0.0
1110,銀行存款 ,2024/09/05,11209050003,3,合庫-雙和 ,0.0,"71,775,200",借,3362655.0,JPY,0.2253,0.0,318576120.73
1110,銀行存款 ,2024/09/05,11209050004,3,合庫-雙和 ,0.0,"5,262,800",借,3310027.0,USD,32.12,0.0,163848.07
1110,銀行存款 ,2024/09/05,11209050005,3,合庫-雙和 ,0.0,"105,600",借,3308971.0,CNY,4.54,0.0,23259.91
1110,銀行存款 ,2024/09/05,11209050007,3,合庫-雙和2 ,0.0,"118,900",借,3307782.0,CNY,4.54,0.0,26189.43
1110,銀行存款 ,2024/09/05,11209050008,3,合庫-雙和 ,0.0,"4,713,900",借,3260643.0,USD,32.12,0.0,146759.03
1110,銀行存款 ,2024/09/05,11209050009,3,合庫-雙和 ,0.0,"2,502,000",借,3235623.0,JPY,0.2253,0.0,11105193.08
1110,銀行存款 ,2024/09/05,11209050010,3,合庫-雙和 ,0.0,"1,841,500",借,3217208.0,CNY,4.54,0.0,405616.74
1110,銀行存款 ,2024/09/05,11209050011,3,合庫-雙和 ,0.0,"33,886,500",借,2878343.0,CNY,4.54,0.0,7463986.78
1110,銀行存款 ,2024/09/05,11209050012,3,合庫-雙和 ,0.0,"1,578,000",借,2862563.0,CNY,4.54,0.0,347577.09
1110,銀行存款 ,2024/09/05,11209050013,3,合庫-雙和 ,0.0,"7,103,000",借,2791533.0,CNY,4.54,0.0,1564537.44
1110,銀行存款 ,2024/09/05,11209050014,3,合庫-雙和 ,0.0,"28,000",借,2791253.0,USD,32.12,0.0,871.73
1110,銀行存款 ,2024/09/05,11209050015,3,合庫-雙和 ,0.0,"3,153,000",借,2759723.0,JPY,0.2253,0.0,13994673.77
1110,銀行存款 ,2024/09/05,11209050016,3,合庫-雙和 ,0.0,"4,329,000",借,2716433.0,CNY,4.54,0.0,953524.23
1210,預付費用 ,2024/09/05,11209050013,3,沖預付款訂金 ,0.0,"7,000,000",借,4545971.0,CNY,4.54,0.0,1541850.22
1290,進項稅額 ,2024/09/05,11209050001,3,,4719000.0,0,借,997362.0,USD,32.12,146917.81,0.0
1290,進項稅額 ,2024/09/05,11209050004,3,,243200.0,0,借,999794.0,USD,32.12,7571.61,0.0
1290,進項稅額 ,2024/09/05,11209050008,3,,44500.0,0,借,1000239.0,USD,32.12,1385.43,0.0
1290,進項稅額 ,2024/09/05,11209050009,3,,115000.0,0,借,1001389.0,JPY,0.2253,510430.54,0.0
1290,進項稅額 ,2024/09/05,11209050010,3,,87600.0,0,借,1002265.0,CNY,4.54,19295.15,0.0
1290,進項稅額 ,2024/09/05,11209050011,3,,1613500.0,0,借,1018400.0,CNY,4.54,355396.48,0.0
1290,進項稅額 ,2024/09/05,11209050012,3,,75000.0,0,借,1019150.0,CNY,4.54,16519.82,0.0
1290,進項稅額 ,2024/09/05,11209050013,3,,671400.0,0,借,1025864.0,CNY,4.54,147885.46,0.0
1290,進項稅額 ,2024/09/05,11209050015,3,,150000.0,0,借,1027364.0,JPY,0.2253,665778.96,0.0
1290,進項稅額 ,2024/09/05,11209050016,3,,206000.0,0,借,1029424.0,CNY,4.54,45374.45,0.0
1460,辦公設備 ,2024/09/05,11209050013,3,OA辦公家具及沙發 ,13428600.0,0,借,846857.0,CNY,4.54,2957841.41,0.0
1470,未完工程及待驗設備 ,2024/09/05,11209050001,3,工程款(使照取得10%) ,94381000.0,0,借,166271639.0,USD,32.12,2938387.3,0.0
1470,未完工程及待驗設備 ,2024/09/05,11209050002,3,第五期進度款10%及使照?o 10% ,18117500.0,0,借,166452814.0,JPY,0.2253,80415002.22,0.0
1840,裝修費 ,2024/09/05,11209050016,3,中控室高架地板 ,4120000.0,0,借,404128.0,CNY,4.54,907488.99,0.0
2120,應付票據 ,2024/09/05,11209050001,3,10/31FA6545272(又勝) ,0.0,"99,100,000",貸,7712482.0,USD,32.12,0.0,3085305.11
2120,應付票據 ,2024/09/05,11209050002,3,10/31FA6545273(ABCD律師事務所) ,0.0,"16,305,700",貸,7875539.0,JPY,0.2253,0.0,72373280.07
2990,代收款項 ,2024/09/05,11209050002,3,10%扣繳 ,0.0,"1,811,800",貸,50422.0,JPY,0.2253,0.0,8041722.15
2990,代收款項 ,2024/09/05,11209050003,3,8月份勞.健自付 ,0.0,"1,165,800",貸,62080.0,JPY,0.2253,0.0,5174434.09
5525,製-加工費 ,2024/07/01,11207010004,3,鐵板噴砂噴漆 ,4306500.0,0,借,398298.0,CNY,4.484,7107929.52,0.0
5525,製-加工費 ,2024/07/12,11207120001,3,切割工程 ,5333300.0,0,借,451631.0,CNY,4.5,330396.48,0.0
5525,製-加工費 ,2024/07/19,11207190001,3,鑽孔工程 ,250000.0,0,借,454131.0,USD,32.78,129635.74,0.0
5525,製-加工費 ,2024/07/22,11207220001,3,噴砂.噴漆(台中燒結爐租 金) ,2000000.0,0,借,474131.0,CNY,4.528,21846.2,0.0
